index,cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year,frpm_simulado,profes_simulado,Tasa_Participacion,Puntaje_Global,Categoria_Rendimiento,Radio_Alumno_Profesor,Excepcion_Positiva,Es_Alta_Vulnerabilidad,porcentaje_eligibilidad_comidas_gratuitas,NumTeachers,Nivel_Vulnerabilidad
815,19648400000000,D,,NORWALK-LA MIRADA UNIFIED,LOS ANGELES,1554,1321,422.0013301211454,405.7566505174856,407.8452823679411,196.0,14.84,1314,0.513101731775221,0,85.00643500643501,1235.603263006572,Bajo Rendimiento / Riesgo,48.56,0,0,0.38,32,Media
816,19648401933647,S,JOHN H. GLENN HIGH,NORWALK-LA MIRADA UNIFIED,LOS ANGELES,380,342,347.219245693138,405.2608095918735,393.2669268912013,30.0,8.77,1314,0.6155391923046417,16,90.0,1145.746982176213,Bajo Rendimiento / Riesgo,4.27,0,1,0.51,89,Media
817,19648401934728,S,LA MIRADA HIGH,NORWALK-LA MIRADA UNIFIED,LOS ANGELES,542,496,430.5654231160213,409.243529835113,459.4734717366266,107.0,21.57,1314,0.5396048999515073,21,91.5129151291513,1299.2824246877608,Bajo Rendimiento / Riesgo,4.67,0,0,0.32,116,Baja
818,19648401936467,S,NORWALK HIGH,NORWALK-LA MIRADA UNIFIED,LOS ANGELES,427,388,400.9421906187193,371.5348083645466,375.4934387709812,59.0,15.21,1314,0.389911647799535,15,90.86651053864168,1147.970437754247,Bajo Rendimiento / Riesgo,12.56,0,0,0.3,34,Baja
819,19648401936475,S,EL CAMINO HIGH (CONTINUATION),NORWALK-LA MIRADA UNIFIED,LOS ANGELES,200,95,324.1592385827231,295.4761019498032,291.6335569570197,0.0,0.0,1314,0.2442033869728754,11,47.5,911.268897489546,Bajo Rendimiento / Riesgo,1.53,0,0,0.28,131,Baja
820,19648570000000,D,,PALMDALE ELEMENTARY,LOS ANGELES,718,71,516.0246909099436,448.93970653788,463.021109083604,28.0,39.44,1314,0.6090450009664902,0,9.88857938718663,1427.9855065314275,Rendimiento Medio,5.48,0,1,0.05,131,Baja
822,19648570125377,S,PALMDALE AEROSPACE ACADEMY,PALMDALE ELEMENTARY,LOS ANGELES,71,59,533.2316324056991,499.4271969886963,462.3489139585452,26.0,44.07,1314,0.7320628331785565,2,83.09859154929578,1495.007743352941,Rendimiento Medio,3.94,0,1,0.28,18,Baja
824,19648650000000,D,,PALOS VERDES PENINSULA UNIFIED,LOS ANGELES,1098,689,587.5509608398722,623.9813569680584,550.1081961394702,568.0,82.44,1314,0.3512630909737984,0,62.75045537340619,1761.640513947401,Alto Rendimiento,11.2,0,0,0.23,98,Baja
826,19648651995588,S,PALOS VERDES PENINSULA HIGH,PALOS VERDES PENINSULA UNIFIED,LOS ANGELES,608,426,596.768064499119,635.4320292595864,629.0503424300357,366.0,85.92,1314,0.2224038804023383,25,70.06578947368422,1861.250436188741,Alto Rendimiento,4.75,0,0,0.43,128,Media
827,19648651996552,S,PALOS VERDES HIGH,PALOS VERDES PENINSULA UNIFIED,LOS ANGELES,442,260,557.3850680501122,593.3693325952382,577.4741185938299,201.0,77.31,1314,0.4314190518217684,14,58.82352941176471,1728.2285192391803,Alto Rendimiento,5.59,0,0,0.22,79,Baja
828,19648730000000,D,,PARAMOUNT UNIFIED,LOS ANGELES,1300,477,431.2474179404481,423.4179375683363,428.2496599659797,78.0,16.35,1314,0.4878147524105909,0,36.69230769230769,1282.915015474764,Bajo Rendimiento / Riesgo,22.41,0,0,0.37,58,Media
830,19648731936749,S,PARAMOUNT HIGH,PARAMOUNT UNIFIED,LOS ANGELES,1110,476,401.847207558929,430.6382859236296,389.7768467373733,78.0,16.39,1314,0.6958746188070477,61,42.88288288288288,1222.262340219932,Bajo Rendimiento / Riesgo,8.41,0,1,0.29,132,Baja
832,19648810000000,D,,PASADENA UNIFIED,LOS ANGELES,1617,620,485.6897550529836,451.2555804608084,436.9808151222781,213.0,34.35,1314,0.4190864201584255,0,38.3426097711812,1373.92615063607,Bajo Rendimiento / Riesgo,14.18,0,0,0.21,114,Baja
833,19648810113464,S,AVESON GLOBAL LEADERSHIP ACADEMY,PASADENA UNIFIED,LOS ANGELES,44,21,511.9006042515903,462.2937365285845,491.9280469571752,13.0,61.9,1314,0.1500215031917676,2,47.72727272727273,1466.12238773735,Rendimiento Medio,1.38,0,0,0.38,32,Media
836,19648811931062,S,BLAIR HIGH,PASADENA UNIFIED,LOS ANGELES,125,64,492.2111125101072,478.5398629428855,435.2548618089385,21.0,32.81,1314,0.3281369321327821,4,51.2,1406.0058372619312,Rendimiento Medio,0.88,0,0,0.59,142,Media
837,19648811931674,S,MARSHALL FUNDAMENTAL,PASADENA UNIFIED,LOS ANGELES,229,173,440.858719650591,491.6138736417881,428.2493873507846,58.0,33.53,1314,0.1590282288526678,9,75.54585152838428,1360.7219806431638,Bajo Rendimiento / Riesgo,4.4,0,0,0.05,52,Baja
838,19648811936103,S,JOHN MUIR HIGH,PASADENA UNIFIED,LOS ANGELES,203,104,419.107586243184,420.6855797737434,421.055614031969,14.0,13.46,1314,0.5282095847330498,6,51.231527093596064,1260.8487800488963,Bajo Rendimiento / Riesgo,1.72,0,0,0.32,118,Baja
840,19648811936822,S,PASADENA HIGH,PASADENA UNIFIED,LOS ANGELES,478,250,473.6593171695351,451.8051757187392,483.2174090608327,107.0,42.8,1314,0.8203421523908115,26,52.30125523012552,1408.681901949107,Rendimiento Medio,17.7,0,1,0.52,27,Media
841,19649070000000,D,,POMONA UNIFIED,LOS ANGELES,1941,869,412.4069006844792,408.9670805670451,408.7602164759834,176.0,20.25,1314,0.4595922334509755,0,44.77073673364245,1230.134197727508,Bajo Rendimiento / Riesgo,28.13,0,0,0.11,69,Baja
843,19649071933175,S,GANESHA HIGH,POMONA UNIFIED,LOS ANGELES,292,140,424.8313089916024,413.7980687118129,388.2153619443874,14.0,10.0,1314,0.5101229294179259,14,47.94520547945205,1226.8447396478027,Bajo Rendimiento / Riesgo,2.86,0,0,0.08,102,Baja
844,19649071933324,S,GAREY HIGH,POMONA UNIFIED,LOS ANGELES,400,139,403.021463480757,411.0498487497013,440.2985368669228,22.0,15.83,1314,0.2095394698424687,19,34.75,1254.3698490973811,Bajo Rendimiento / Riesgo,4.04,0,0,0.14,99,Baja
845,19649071937028,S,POMONA HIGH,POMONA UNIFIED,LOS ANGELES,290,176,418.7950872586179,406.68742081911546,371.5102829096558,18.0,10.23,1314,0.5342109610798198,10,60.689655172413794,1196.9927909873893,Bajo Rendimiento / Riesgo,2.36,0,0,0.41,123,Media
846,19649071995901,S,DIAMOND RANCH HIGH,POMONA UNIFIED,LOS ANGELES,419,287,480.8731495776784,452.2749204214364,446.3647277618364,109.0,37.98,1314,0.4159853552757762,27,68.4964200477327,1379.5127977609511,Bajo Rendimiento / Riesgo,7.35,0,0,0.09,57,Baja
847,19649071996495,S,VILLAGE ACADEMY HIGH SCHOOL AT INDIAN HILL,POMONA UNIFIED,LOS ANGELES,77,57,408.3526964567323,407.2410649966237,423.8690738110471,6.0,10.53,1314,0.5749946966185038,2,74.02597402597402,1239.462835264403,Bajo Rendimiento / Riesgo,0.53,0,1,0.62,146,Media
848,19649076061634,S,FREMONT ACADEMY OF ENGINEERING AND DESIGN,POMONA UNIFIED,LOS ANGELES,73,38,409.52766093187,395.4323831874747,404.9552168410335,5.0,13.16,1314,0.4221084435135827,2,52.05479452054794,1209.9152609603782,Bajo Rendimiento / Riesgo,0.86,0,0,0.04,85,Baja
849,19649076061642,S,PALOMARES ACADEMY OF HEALTH SCIENCE,POMONA UNIFIED,LOS ANGELES,45,31,388.3746331124964,392.47045883414586,388.4457086076395,2.0,6.45,1314,0.3182093864152567,1,68.88888888888889,1169.2908005542818,Bajo Rendimiento / Riesgo,1.73,0,0,0.4,26,Media
850,19649640000000,D,,SAN MARINO UNIFIED,LOS ANGELES,332,226,570.2524428343884,615.9336183037924,565.1301603072147,203.0,89.82,1314,0.3830102529640509,0,68.07228915662651,1751.3162214453955,Alto Rendimiento,4.55,0,0,0.13,73,Baja
851,19649641937754,S,SAN MARINO HIGH,SAN MARINO UNIFIED,LOS ANGELES,329,226,620.4927197589553,660.2255330678885,554.1899800199716,203.0,89.82,1314,0.2164756926598635,19,68.69300911854104,1834.9082328468155,Alto Rendimiento,5.67,0,0,0.29,58,Baja
852,19649800000000,D,,SANTA MONICA-MALIBU UNIFIED,LOS ANGELES,1019,509,559.4204632850323,555.0809635974812,562.9406546357767,310.0,60.9,1314,0.5260922408361564,0,49.95093228655544,1677.4420815182905,Alto Rendimiento,33.97,0,0,0.2,30,Baja
853,19649801938000,S,SANTA MONICA HIGH,SANTA MONICA-MALIBU UNIFIED,LOS ANGELES,762,404,557.562577933066,510.57117285623104,513.929383030887,245.0,60.64,1314,0.370442911212227,33,53.01837270341208,1582.063133820184,Alto Rendimiento,5.15,0,0,0.12,148,Baja
854,19649801995737,S,MALIBU HIGH,SANTA MONICA-MALIBU UNIFIED,LOS ANGELES,176,105,532.7605661195812,561.8735964282536,516.9674229975016,65.0,61.9,1314,0.2176513840014265,8,59.65909090909091,1611.6015855453363,Alto Rendimiento,6.29,0,0,0.15,28,Baja
855,19650290000000,D,,SOUTH PASADENA UNIFIED,LOS ANGELES,350,209,553.1207384996918,581.7644093780367,550.5750310333295,158.0,75.6,1314,0.4222716460722233,0,59.71428571428572,1685.460178911058,Alto Rendimiento,2.71,0,0,0.15,129,Baja
856,19650291938455,S,SOUTH PASADENA SENIOR HIGH,SOUTH PASADENA UNIFIED,LOS ANGELES,349,209,615.8080301440588,584.9521658423579,616.8728358294532,158.0,75.6,1314,0.2738278655767887,17,59.885386819484246,1817.6330318158696,Alto Rendimiento,2.77,0,0,0.42,126,Media
857,19650520000000,D,,TEMPLE CITY UNIFIED,LOS ANGELES,529,345,539.8386322319758,633.6708191974177,570.762926915804,261.0,75.65,1314,0.4448304246744388,0,65.21739130434783,1744.2723783451977,Alto Rendimiento,3.86,0,0,0.44,137,Media
858,19650521938679,S,TEMPLE CITY HIGH,TEMPLE CITY UNIFIED,LOS ANGELES,509,345,577.0283320399793,640.6403009589213,597.6695792785089,261.0,75.65,1314,0.8411353110056822,26,67.77996070726915,1815.3382122774096,Alto Rendimiento,7.07,0,1,0.36,72,Media
859,19650600000000,D,,TORRANCE UNIFIED,LOS ANGELES,2191,1162,545.3610945891033,585.9422826563059,541.8193355498204,704.0,60.59,1314,0.4160898608349261,0,53.03514376996805,1673.1227127952295,Alto Rendimiento,16.35,0,0,0.12,134,Baja
860,19650601936277,S,NORTH HIGH,TORRANCE UNIFIED,LOS ANGELES,477,231,499.5512074162754,477.48287793561127,491.1620167437229,94.0,40.69,1314,0.460872489834633,19,48.42767295597484,1468.1961020956096,Rendimiento Medio,9.73,0,0,0.39,49,Media
862,19650601938356,S,SOUTH HIGH,TORRANCE UNIFIED,LOS ANGELES,545,354,579.9848105298216,595.9760224918037,567.717543248211,250.0,70.62,1314,0.7615329701160507,32,64.95412844036697,1743.6783762698365,Alto Rendimiento,22.71,0,1,0.31,24,Baja
863,19650601938752,S,TORRANCE HIGH,TORRANCE UNIFIED,LOS ANGELES,494,272,505.6336114374246,522.8910432710796,481.1799102015398,130.0,47.79,1314,0.8468982303434814,19,55.06072874493927,1509.704564910044,Rendimiento Medio,5.2,0,1,0.44,95,Media
864,19650601939602,S,WEST HIGH,TORRANCE UNIFIED,LOS ANGELES,525,304,552.6171953983109,643.6647751443298,581.9330039774228,230.0,75.66,1314,0.5579001145412771,27,57.90476190476191,1778.2149745200636,Alto Rendimiento,9.05,0,1,0.09,58,Baja
865,19650940000000,D,,WEST COVINA UNIFIED,LOS ANGELES,1237,421,496.2310844956931,516.9841847279814,487.2996679215318,166.0,39.43,1314,0.4444270222933036,0,34.03395311236863,1500.5149371452064,Rendimiento Medio,14.55,0,0,0.42,85,Media
866,19650940112706,S,CALIFORNIA VIRTUAL ACADEMY @ LOS ANGELES,WEST COVINA UNIFIED,LOS ANGELES,304,44,501.5915797898522,541.1064153288139,529.7033427491147,28.0,63.64,1314,0.7187316747309201,10,14.473684210526317,1572.4013378677807,Alto Rendimiento,9.5,0,1,0.24,32,Baja
867,19650940122432,S,EDGEWOOD HIGH,WEST COVINA UNIFIED,LOS ANGELES,167,90,469.6265851181103,512.3137700419707,453.3036388254353,32.0,35.56,1314,0.3788587170356726,11,53.89221556886228,1435.2439939855162,Rendimiento Medio,1.72,0,0,0.25,97,Baja
868,19650940125393,S,INSIGHT @ LOS ANGELES,WEST COVINA UNIFIED,LOS ANGELES,69,30,567.6321883692357,476.1122068623671,517.6033280184704,16.0,53.33,1314,0.3640207702131037,4,43.47826086956522,1561.3477232500732,Alto Rendimiento,0.74,0,0,0.22,93,Baja
869,19650941939537,S,WEST COVINA HIGH,WEST COVINA UNIFIED,LOS ANGELES,575,257,439.7843297912812,504.45997412251273,456.49522510358986,90.0,35.02,1314,0.431892604696192,31,44.69565217391304,1400.7395290173838,Bajo Rendimiento / Riesgo,5.75,0,0,0.78,100,Alta
870,19651280000000,D,,WHITTIER UNION HIGH,LOS ANGELES,3302,1579,451.7272794661183,446.7316174084786,444.24954584254107,471.0,29.83,1314,0.5410450755960153,0,47.81950333131436,1342.708442717138,Bajo Rendimiento / Riesgo,58.96,0,0,0.07,56,Baja
872,19651281931302,S,CALIFORNIA HIGH,WHITTIER UNION HIGH,LOS ANGELES,688,362,439.6350031706178,463.5063419108296,435.3060889562007,87.0,24.03,1314,0.6275341824785691,22,52.61627906976744,1338.447434037648,Bajo Rendimiento / Riesgo,4.99,0,1,0.18,138,Baja
873,19651281934868,S,LA SERNA HIGH,WHITTIER UNION HIGH,LOS ANGELES,720,448,494.888344182544,524.0887018352349,439.4309516106787,194.0,43.3,1314,0.3706676042546155,37,62.22222222222222,1458.4079976284577,Rendimiento Medio,16.36,0,0,0.34,44,Media
874,19651281936889,S,PIONEER HIGH,WHITTIER UNION HIGH,LOS ANGELES,341,144,467.3766008752969,459.0912614923939,431.5593453794626,36.0,25.0,1314,0.24324694689564,14,42.22873900293255,1358.0272077471534,Bajo Rendimiento / Riesgo,10.03,0,0,0.21,34,Baja
875,19651281937903,S,SANTA FE HIGH,WHITTIER UNION HIGH,LOS ANGELES,596,343,430.4992454810256,476.9493886764853,459.16140869555903,90.0,26.24,1314,0.592677379525856,25,57.5503355704698,1366.61004285307,Bajo Rendimiento / Riesgo,4.26,0,1,0.47,140,Media
876,19651281939701,S,WHITTIER HIGH,WHITTIER UNION HIGH,LOS ANGELES,500,279,456.4945677085034,447.78360226528457,459.685538466264,64.0,22.94,1314,0.2398281035321351,27,55.8,1363.963708440052,Bajo Rendimiento / Riesgo,4.55,0,0,0.05,110,Baja
878,19651360000000,D,,WILLIAM S. HART UNION HIGH,LOS ANGELES,5415,2065,533.1113920498403,555.6748355112189,479.0957190121642,1216.0,58.89,1314,0.5106987066924806,0,38.134810710988,1567.881946573223,Alto Rendimiento,38.96,0,0,0.09,139,Baja
879,19651360102459,S,GOLDEN VALLEY HIGH,WILLIAM S. HART UNION HIGH,LOS ANGELES,502,247,471.5404394723512,475.88836384659095,456.4313195526783,123.0,49.8,1314,0.6353954896394163,20,49.20318725099602,1403.8601228716204,Bajo Rendimiento / Riesgo,8.96,0,1,0.04,56,Baja
880,19651360102475,S,WEST RANCH HIGH,WILLIAM S. HART UNION HIGH,LOS ANGELES,562,364,548.2762296897841,551.0763552275971,515.4601322865789,250.0,68.68,1314,0.6404280474761161,37,64.76868327402136,1614.81271720396,Alto Rendimiento,5.46,0,1,0.38,103,Media
883,19651360117234,S,SANTA CLARITA VALLEY INTERNATIONAL,WILLIAM S. HART UNION HIGH,LOS ANGELES,53,23,507.0856497094714,461.466176598991,451.8157093286839,10.0,43.48,1314,0.4999712943753519,2,43.39622641509434,1420.3675356371464,Rendimiento Medio,0.52,0,0,0.04,101,Baja
884,19651360121731,S,"ALBERT EINSTEIN ACADEMY FOR LETTERS, ARTS AND SCIE",WILLIAM S. HART UNION HIGH,LOS ANGELES,66,42,636.5876568525076,567.4589575479416,563.5572015247792,37.0,88.1,1314,0.6611744326706999,3,63.63636363636363,1767.6038159252284,Alto Rendimiento,3.47,0,1,0.71,19,Alta
885,19651361931492,S,CANYON HIGH,WILLIAM S. HART UNION HIGH,LOS ANGELES,554,279,506.0286889338213,462.920198680917,498.5882214765331,117.0,41.94,1314,0.5834209147560857,23,50.36101083032492,1467.5371090912713,Rendimiento Medio,8.66,0,1,0.52,64,Media
886,19651361931740,S,SAUGUS HIGH,WILLIAM S. HART UNION HIGH,LOS ANGELES,529,288,543.9082370048062,557.4754574446997,501.86883462901926,156.0,54.17,1314,0.2806479578583778,18,54.44234404536862,1603.2525290785252,Alto Rendimiento,9.62,0,0,0.05,55,Baja
888,19651361933902,S,WILLIAM S. HART HIGH,WILLIAM S. HART UNION HIGH,LOS ANGELES,534,302,503.0127278821861,553.1665318738867,532.1506214438934,188.0,62.25,1314,0.3491789699738536,20,56.55430711610487,1588.3298811999662,Alto Rendimiento,4.94,0,0,0.2,108,Baja
889,19651361995802,S,VALENCIA HIGH,WILLIAM S. HART UNION HIGH,LOS ANGELES,729,393,555.2163768771063,500.31675782494506,500.5113614752758,248.0,63.1,1314,0.4601235944363335,48,53.90946502057613,1556.0444961773271,Alto Rendimiento,10.27,0,0,0.32,71,Baja
890,19651361996263,S,OPPORTUNITIES FOR LEARNING - SANTA CLARITA,WILLIAM S. HART UNION HIGH,LOS ANGELES,320,30,495.5021425541368,490.4789389624804,478.42355270806746,13.0,43.33,1314,0.5819741611000594,12,9.375,1464.4046342246847,Rendimiento Medio,2.15,0,1,0.03,149,Baja
891,19651361996321,S,ACADEMY OF THE CANYONS,WILLIAM S. HART UNION HIGH,LOS ANGELES,101,84,583.6684348072417,600.0508936233397,604.9056742900929,69.0,82.14,1314,0.7449715313522437,5,83.16831683168317,1788.6250027206745,Alto Rendimiento,0.69,0,1,0.35,147,Media
892,19734370000000,D,,COMPTON UNIFIED,LOS ANGELES,1184,415,406.339578933247,410.2712599401825,425.3499001050008,43.0,10.36,1314,0.3715003351099386,0,35.05067567567568,1241.9607389784303,Bajo Rendimiento / Riesgo,18.22,0,0,0.32,65,Baja
893,19734371931567,S,CENTENNIAL HIGH,COMPTON UNIFIED,LOS ANGELES,216,92,334.069461154986,351.44081962404874,337.8544154116118,4.0,4.35,1314,0.2873720016943159,8,42.5925925925926,1023.3646961906466,Bajo Rendimiento / Riesgo,1.8,0,0,0.15,120,Baja
894,19734371931963,S,COMPTON HIGH,COMPTON UNIFIED,LOS ANGELES,393,169,405.4619810476889,374.3484629783939,399.07747720162337,25.0,14.79,1314,0.2378848529289339,20,43.00254452926209,1178.887921227706,Bajo Rendimiento / Riesgo,15.72,0,0,0.29,25,Baja
895,19734371932326,S,DOMINGUEZ HIGH,COMPTON UNIFIED,LOS ANGELES,439,153,394.7298977946021,416.7770750848165,413.85527186163495,14.0,9.15,1314,0.8244359632320293,27,34.851936218678816,1225.3622447410537,Bajo Rendimiento / Riesgo,3.92,0,1,0.48,112,Media
897,19734450000000,D,,HACIENDA LA PUENTE UNIFIED,LOS ANGELES,1676,720,456.7940318719082,514.0257752543112,459.3719772771803,246.0,34.17,1314,0.3900161852001829,0,42.959427207637226,1430.1917844033997,Rendimiento Medio,14.83,0,0,0.3,113,Baja
899,19734451934801,S,LA PUENTE HIGH,HACIENDA LA PUENTE UNIFIED,LOS ANGELES,336,104,408.4842636975719,427.1805574046245,430.9411466521039,13.0,12.5,1314,0.5598946101553113,16,30.952380952380956,1266.6059677543003,Bajo Rendimiento / Riesgo,3.05,0,1,0.33,110,Baja
900,19734451935246,S,LOS ALTOS HIGH,HACIENDA LA PUENTE UNIFIED,LOS ANGELES,492,281,459.29712215769786,474.4207260129583,480.7801439319907,84.0,29.89,1314,0.5289620946352067,25,57.113821138211385,1414.497992102647,Rendimiento Medio,4.1,0,0,0.28,120,Baja
901,19734451939834,S,GLEN A. WILSON HIGH,HACIENDA LA PUENTE UNIFIED,LOS ANGELES,438,240,541.7279803347706,553.5752902552065,549.9880448051872,138.0,57.5,1314,0.2102225099230602,16,54.7945205479452,1645.2913153951642,Alto Rendimiento,29.2,0,0,0.21,15,Baja
902,19734451939925,S,WILLIAM WORKMAN HIGH,HACIENDA LA PUENTE UNIFIED,LOS ANGELES,262,95,402.593287145624,425.5042314656027,439.05318504232855,11.0,11.58,1314,0.1899188398025335,11,36.25954198473282,1267.1507036535552,Bajo Rendimiento / Riesgo,4.37,0,0,0.25,60,Baja
903,19734520000000,D,,ROWLAND UNIFIED,LOS ANGELES,1177,495,515.782430696006,502.4755418552117,444.0404169541539,203.0,41.01,1314,0.4675780434143979,0,42.05607476635514,1462.2983895053717,Rendimiento Medio,11.54,0,0,0.11,102,Baja
906,19734521936228,S,NOGALES HIGH,ROWLAND UNIFIED,LOS ANGELES,443,211,464.7654411255452,412.5795492229333,451.5667037018037,35.0,16.59,1314,0.5310414213440248,16,47.62979683972912,1328.9116940502822,Bajo Rendimiento / Riesgo,12.31,0,0,0.04,36,Baja
907,19734521937564,S,JOHN A. ROWLAND HIGH,ROWLAND UNIFIED,LOS ANGELES,523,271,537.1562371555447,545.4153917471231,559.8440068526457,163.0,60.15,1314,0.3136185544257209,17,51.816443594646266,1642.4156357553134,Alto Rendimiento,30.76,0,0,0.33,17,Baja
908,19734600000000,D,,WALNUT VALLEY UNIFIED,LOS ANGELES,1419,1078,538.9030113408934,562.5439761932315,606.9631993883493,814.0,75.51,1314,0.6708271933409095,0,75.96899224806202,1708.4101869224742,Alto Rendimiento,9.85,1,1,0.08,144,Baja
909,19734601932862,S,DIAMOND BAR HIGH,WALNUT VALLEY UNIFIED,LOS ANGELES,743,598,575.19199000253,639.8019720443734,597.7188538732561,452.0,75.59,1314,0.596441899291914,24,80.48452220726783,1812.71281592016,Alto Rendimiento,9.91,0,1,0.1,75,Baja
910,19734601939149,S,WALNUT HIGH,WALNUT VALLEY UNIFIED,LOS ANGELES,657,480,571.8160458583415,566.8490947852605,564.2015351936008,362.0,75.42,1314,0.7240472514389545,26,73.0593607305936,1702.8666758372028,Alto Rendimiento,12.63,0,1,0.42,52,Media
911,19752910000000,D,,SAN GABRIEL UNIFIED,LOS ANGELES,697,315,519.6823907582788,537.5824028919799,528.5702661399303,167.0,53.02,1314,0.4613408199678061,0,45.19368723098996,1585.8350597901888,Alto Rendimiento,11.62,0,0,0.28,60,Baja
912,19752911995810,S,GABRIELINO HIGH,SAN GABRIEL UNIFIED,LOS ANGELES,427,266,541.7486019528194,556.5897777749032,564.0328878547894,158.0,59.4,1314,0.1791052718926156,26,62.29508196721312,1662.3712675825118,Alto Rendimiento,2.89,0,0,0.35,148,Media
913,19752911996016,S,OPTIONS FOR YOUTH SAN GABRIEL,SAN GABRIEL UNIFIED,LOS ANGELES,233,49,421.7635635814968,402.3867266780081,440.4369242525549,9.0,18.37,1314,0.4986909604836297,9,21.03004291845493,1264.5872145120595,Bajo Rendimiento / Riesgo,4.24,0,0,0.07,55,Baja
914,19753090000000,D,,ACTON-AGUA DULCE UNIFIED,LOS ANGELES,953,48,573.8478822110756,527.6771898735766,532.470318310591,28.0,58.33,1314,0.540531924829193,0,5.036726128016789,1633.995390395243,Alto Rendimiento,7.69,0,0,0.24,124,Baja
918,19753090131987,S,ILEAD HYBRID,ACTON-AGUA DULCE UNIFIED,LOS ANGELES,72,16,541.7225262905333,515.7536535762737,489.453094023461,10.0,62.5,1314,0.5795465320925687,2,22.22222222222222,1546.929273890268,Alto Rendimiento,1.31,0,1,0.43,55,Media
920,19753091995786,S,VASQUEZ HIGH,ACTON-AGUA DULCE UNIFIED,LOS ANGELES,107,26,591.7273445088663,497.62988176633314,514.0452417634991,18.0,69.23,1314,0.7169470942120295,3,24.299065420560748,1603.4024680386988,Alto Rendimiento,1.51,0,1,0.69,71,Alta
921,19753330000000,D,,MANHATTAN BEACH UNIFIED,LOS ANGELES,600,329,618.1892254835552,585.399096613651,571.1793798960462,263.0,79.94,1314,0.5330165180311218,0,54.833333333333336,1774.7677019932523,Alto Rendimiento,4.38,0,0,0.26,137,Baja
922,19753331935808,S,MIRA COSTA HIGH,MANHATTAN BEACH UNIFIED,LOS ANGELES,591,329,615.3915581866227,586.3606537175718,583.760590549872,263.0,79.94,1314,0.5581911533697085,25,55.668358714044,1785.5128024540666,Alto Rendimiento,5.91,0,1,0.14,100,Baja
923,19753410000000,D,,REDONDO BEACH UNIFIED,LOS ANGELES,685,368,530.897314977307,593.2955438365242,534.5311725389953,255.0,69.29,1314,0.7704980776374976,0,53.72262773722628,1658.7240313528264,Alto Rendimiento,8.9,1,1,0.37,77,Media
924,19753411937143,S,REDONDO UNION HIGH,REDONDO BEACH UNIFIED,LOS ANGELES,643,367,573.1942624508738,527.4700207459375,576.56919812791,255.0,69.48,1314,0.6611552024300744,42,57.07620528771385,1677.2334813247212,Alto Rendimiento,12.13,0,1,0.17,53,Baja
926,19756630000000,D,,SBE - NEW WEST CHARTER,LOS ANGELES,76,50,552.5495951541452,506.858810721466,598.7930229492367,35.0,70.0,1314,0.6385944557102717,0,65.78947368421053,1658.201428824848,Alto Rendimiento,1.85,1,1,0.18,41,Baja
927,19756636120158,S,NEW WEST CHARTER,SBE - NEW WEST CHARTER,LOS ANGELES,76,50,531.0330696295044,574.7624896392297,528.8698706565945,35.0,70.0,1314,0.5986758696691303,3,65.78947368421053,1634.6654299253285,Alto Rendimiento,0.8,0,1,0.51,95,Media
928,19756970000000,D,,SBE - THE SCHOOL OF ARTS AND ENTERPRISE,LOS ANGELES,100,79,460.6002210914861,407.8133650301893,437.0119362489271,12.0,15.19,1314,0.6021786912332566,0,79.0,1305.4255223706025,Bajo Rendimiento / Riesgo,0.83,0,1,0.09,121,Baja
929,19756971996693,S,SCHOOL OF ARTS AND ENTERPRISE,SBE - THE SCHOOL OF ARTS AND ENTERPRISE,LOS ANGELES,100,79,463.7190635133082,425.1173494191787,440.2047749543359,12.0,15.19,1314,0.4763271137892898,5,79.0,1329.0411878868226,Bajo Rendimiento / Riesgo,2.0,0,0,0.17,50,Baja
930,19757130000000,D,,ALHAMBRA UNIFIED,LOS ANGELES,1924,1092,476.6368280644018,591.1606877844426,512.386398743846,591.0,54.12,1314,0.4646031369507922,0,56.75675675675676,1580.1839145926904,Alto Rendimiento,19.43,0,0,0.24,99,Baja
932,19757131930163,S,ALHAMBRA HIGH,ALHAMBRA UNIFIED,LOS ANGELES,664,402,513.9295399139125,542.346853110805,446.2798605783787,180.0,44.78,1314,0.64121679171408,36,60.54216867469879,1502.556253603096,Rendimiento Medio,15.81,0,1,0.14,42,Baja
933,19757131934553,S,MARK KEPPEL HIGH,ALHAMBRA UNIFIED,LOS ANGELES,542,346,528.5281906448758,613.9182049307524,512.0377202193087,226.0,65.32,1314,0.5395252461441754,20,63.837638376383765,1654.4841157949368,Alto Rendimiento,18.07,0,0,0.2,30,Baja
934,19757131937697,S,SAN GABRIEL HIGH,ALHAMBRA UNIFIED,LOS ANGELES,551,342,489.7691781242566,548.5096663322936,466.3561878374216,184.0,53.8,1314,0.4010351073675139,32,62.06896551724138,1504.6350322939718,Rendimiento Medio,11.24,0,0,0.17,49,Baja
936,19764970000000,D,,SBE - LIFELINE EDUCATION CHARTER,LOS ANGELES,53,24,335.2017853221847,318.17968853722846,326.5583520010604,0.0,0.0,1314,0.2518439479643552,0,45.28301886792453,979.9398258604735,Bajo Rendimiento / Riesgo,0.47,0,0,0.42,113,Media
