index,cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year,frpm_simulado,profes_simulado,Tasa_Participacion,Puntaje_Global,Categoria_Rendimiento,Radio_Alumno_Profesor,Excepcion_Positiva,Es_Alta_Vulnerabilidad,Categoria_Visual
1427,34752830000000,D,,NATOMAS UNIFIED,SACRAMENTO,1014,455,484.7321850897023,475.1351979030541,457.1871139057455,164.0,36.04,1314,0.5291096825654061,0,44.871794871794876,1417.0544968985018,Rendimiento Medio,22.718562687312687,0,0,Distritos
1428,34752830102236,S,INDERKUM HIGH,NATOMAS UNIFIED,SACRAMENTO,389,193,448.7563112370976,457.2706373278238,469.54121108682335,62.0,32.12,1314,0.4337277524528673,22,49.61439588688946,1375.5681596517447,Bajo Rendimiento / Riesgo,17.681818181818183,0,0,
1429,34752830112425,S,NATOMAS PACIFIC PATHWAYS PREP,NATOMAS UNIFIED,SACRAMENTO,156,110,483.0429213721956,503.8259994175211,497.0938824683277,44.0,40.0,1314,0.3384130996941404,8,70.51282051282051,1483.9628032580445,Rendimiento Medio,19.5,0,0,
1430,34752833430584,S,NATOMAS HIGH,NATOMAS UNIFIED,SACRAMENTO,205,62,482.52942715220496,494.7497502361905,446.76228039719393,12.0,19.35,1314,0.28904212970330834,6,30.24390243902439,1424.0414577855895,Rendimiento Medio,34.166666666666664,0,0,
1432,34752833430659,S,NATOMAS CHARTER,NATOMAS UNIFIED,SACRAMENTO,118,89,542.0941008114046,499.24836962640615,517.3496877882768,46.0,51.69,1314,0.7864768861058947,7,75.42372881355932,1558.6921582260875,Alto Rendimiento,16.857142857142858,0,1,
1433,34765050000000,D,,TWIN RIVERS UNIFIED,SACRAMENTO,2649,593,424.85379905667367,451.0614770192742,413.1538876050554,128.0,21.59,1314,0.429115468363756,0,22.385805964514912,1289.0691636810034,Bajo Rendimiento / Riesgo,25.980719296265512,0,0,Distritos
1434,34765050101832,S,FUTURES HIGH,TWIN RIVERS UNIFIED,SACRAMENTO,87,31,485.2001557693906,544.4234002738453,578.3904646722425,21.0,67.74,1314,0.40916252997920366,3,35.63218390804598,1608.0140207154786,Alto Rendimiento,29.0,0,0,
1435,34765050108415,S,HERITAGE PEAK CHARTER,TWIN RIVERS UNIFIED,SACRAMENTO,191,25,545.3797558061824,527.2430933120788,526.9252402668998,16.0,64.0,1314,0.6758952470616368,9,13.089005235602095,1599.548089385161,Alto Rendimiento,21.22222222222222,0,1,
1436,34765050108795,S,CREATIVE CONNECTIONS ARTS ACADEMY,TWIN RIVERS UNIFIED,SACRAMENTO,34,17,474.0076718266641,491.66581892851775,496.8140572867082,8.0,47.06,1314,0.7778967025550877,1,50.0,1462.48754804189,Rendimiento Medio,34.0,0,1,
1442,34765053433265,S,FOOTHILL HIGH,TWIN RIVERS UNIFIED,SACRAMENTO,197,68,429.6992431189996,472.2551445360923,461.175766233336,16.0,23.53,1314,0.19370192909444622,8,34.51776649746193,1363.130153888428,Bajo Rendimiento / Riesgo,24.625,0,0,
1443,34765053433794,S,GRANT UNION HIGH,TWIN RIVERS UNIFIED,SACRAMENTO,367,213,411.1223161591933,392.8110292377502,410.6457553329161,18.0,8.45,1314,0.490321557873418,18,58.03814713896458,1214.5791007298594,Bajo Rendimiento / Riesgo,20.38888888888889,0,0,
1444,34765053434370,S,HIGHLANDS HIGH,TWIN RIVERS UNIFIED,SACRAMENTO,193,78,460.1949832306487,454.1887121794997,428.557149174775,14.0,17.95,1314,0.22630953094865008,7,40.41450777202073,1342.9408445849235,Bajo Rendimiento / Riesgo,27.571428571428573,0,0,
1445,34765053436979,S,RIO LINDA HIGH,TWIN RIVERS UNIFIED,SACRAMENTO,351,158,481.9395577586972,440.8713552898426,439.4321618776084,35.0,22.15,1314,0.32397787464919814,17,45.01424501424501,1362.2430749261482,Bajo Rendimiento / Riesgo,20.647058823529413,0,0,
1446,35000000000000,C,,,SAN BENITO,871,328,483.46092789510055,502.5301079491975,458.6418494984008,109.0,33.23,1314,0.0,0,37.65786452353617,1444.632885342699,Rendimiento Medio,,0,0,
1447,35675380000000,D,,SAN BENITO HIGH,SAN BENITO,767,285,464.992483117304,459.0433674010986,433.5370447803695,91.0,31.93,1314,0.46678729633795984,0,37.157757496740544,1357.5728952987722,Bajo Rendimiento / Riesgo,22.382559167643368,0,0,Distritos
1448,35675383537008,S,SAN BENITO HIGH,SAN BENITO HIGH,SAN BENITO,698,285,443.5808434370472,467.6629838706336,449.55225197185706,91.0,31.93,1314,0.371859835237097,43,40.83094555873926,1360.7960792795377,Bajo Rendimiento / Riesgo,16.232558139534884,0,0,
1449,35752590000000,D,,AROMAS/SAN JUAN UNIFIED,SAN BENITO,95,43,472.0071253597681,491.7829253658195,486.4744878436168,18.0,41.86,1314,0.7229047594948468,0,45.26315789473684,1450.2645385692044,Rendimiento Medio,27.444444444444446,0,1,Distritos
1450,35752593530060,S,ANZAR HIGH,AROMAS/SAN JUAN UNIFIED,SAN BENITO,95,43,512.3163729426278,479.2795073383491,504.0332300071211,18.0,41.86,1314,0.7161784264441788,5,45.26315789473684,1495.629110288098,Rendimiento Medio,19.0,0,1,
1451,36000000000000,C,,,SAN BERNARDINO,33492,12832,426.269591475218,455.6088248368079,473.0910920368236,4070.0,31.72,1314,0.0,0,38.31362713483817,1354.9695083488496,Bajo Rendimiento / Riesgo,,0,0,
1456,36676110000000,D,,BARSTOW UNIFIED,SAN BERNARDINO,413,76,460.8427541436344,494.3090700799576,444.2842705249053,26.0,34.21,1314,0.5380864231418275,0,18.401937046004843,1399.4360947484975,Bajo Rendimiento / Riesgo,26.63290598290598,0,0,Distritos
1457,36676113630803,S,BARSTOW HIGH,BARSTOW UNIFIED,SAN BERNARDINO,307,76,420.266075923001,489.80995190827065,422.6543994986851,26.0,34.21,1314,0.7510886848712017,13,24.7557003257329,1332.7304273299567,Bajo Rendimiento / Riesgo,23.615384615384617,0,1,
1458,36676370000000,D,,BEAR VALLEY UNIFIED,SAN BERNARDINO,165,43,522.398992156621,506.5528982272753,465.7242328826893,17.0,39.53,1314,0.5228076187310258,0,26.060606060606062,1494.6761232665858,Rendimiento Medio,27.307407407407407,0,0,Distritos
1459,36676373631066,S,BIG BEAR HIGH,BEAR VALLEY UNIFIED,SAN BERNARDINO,146,43,533.5937653464483,506.0859695720344,450.9196951643912,17.0,39.53,1314,0.7500616561588537,5,29.45205479452055,1490.5994300828738,Rendimiento Medio,29.2,0,1,
1460,36676520000000,D,,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,6317,3094,506.8313641021624,515.3051511965685,442.8655251644326,1140.0,36.85,1314,0.5548148777915762,0,48.978945702073766,1465.0020404631637,Rendimiento Medio,23.67747808751376,0,1,Distritos
1462,36676523630225,S,ALTA LOMA HIGH,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,620,319,504.2329199344719,512.6059316535396,465.5959187172372,129.0,40.44,1314,0.25268657981062703,25,51.45161290322581,1482.4347703052488,Rendimiento Medio,24.8,0,0,
1463,36676523630373,S,ETIWANDA HIGH,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,815,459,487.4846199129511,466.1402551023938,441.155732048303,170.0,37.04,1314,0.6332259928305103,27,56.31901840490797,1394.780607063648,Bajo Rendimiento / Riesgo,30.185185185185187,0,1,
1464,36676523630571,S,RANCHO CUCAMONGA HIGH,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,937,583,486.74982330005946,498.0738536524458,497.430664136956,259.0,44.43,1314,0.8115168452063981,31,62.21985058697972,1482.2543410894614,Rendimiento Medio,30.225806451612904,0,1,
1465,36676523631058,S,LOS OSOS HIGH,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,824,516,532.5623036778699,550.1988479156589,532.214111438496,299.0,57.95,1314,0.6277783351370099,27,62.62135922330098,1614.9752630320247,Alto Rendimiento,30.51851851851852,0,1,
1466,36676523631157,S,COLONY HIGH,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,550,265,436.8320901708883,472.96026821712456,434.6732639296737,85.0,32.08,1314,0.3821317943754837,19,48.18181818181818,1344.4656223176867,Bajo Rendimiento / Riesgo,28.94736842105263,0,0,
1467,36676523632205,S,CHAFFEY HIGH,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,867,361,416.2790785329319,429.2223153032512,419.82397923910617,80.0,22.16,1314,0.5004055222015819,48,41.63783160322952,1265.3253730752892,Bajo Rendimiento / Riesgo,18.0625,0,0,
1468,36676523633906,S,MONTCLAIR HIGH,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,688,289,457.3924125632939,466.5704950539298,399.84528780668336,59.0,20.42,1314,0.6020075303457375,27,42.00581395348838,1323.808195423907,Bajo Rendimiento / Riesgo,25.48148148148148,0,1,
1469,36676523634482,S,ONTARIO HIGH,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,611,289,455.0833920361614,478.8919073431557,427.90180884478536,53.0,18.34,1314,0.5073992861099524,23,47.299509001636665,1361.8771082241024,Bajo Rendimiento / Riesgo,26.565217391304348,0,0,
1471,36676780000000,D,,CHINO VALLEY UNIFIED,SAN BERNARDINO,2582,1696,468.6871862990391,502.217304183826,452.2195264872242,656.0,38.68,1314,0.5693764180919084,0,65.6855151045701,1423.1240169700893,Rendimiento Medio,23.47673635179565,0,1,Distritos
1472,36676783630035,S,DON ANTONIO LUGO HIGH,CHINO VALLEY UNIFIED,SAN BERNARDINO,455,224,442.4220578815618,449.1803232396584,433.25409094893865,59.0,26.34,1314,0.3684448312564145,18,49.23076923076923,1324.8564720701588,Bajo Rendimiento / Riesgo,25.27777777777778,0,0,
1473,36676783630522,S,RUBEN S. AYALA HIGH,CHINO VALLEY UNIFIED,SAN BERNARDINO,659,574,490.304700594774,505.8486813787089,464.3527193028576,278.0,48.43,1314,0.7116772213875427,21,87.10166919575114,1460.5061012763404,Rendimiento Medio,31.38095238095238,0,1,
1474,36676783631017,S,CHINO HILLS HIGH,CHINO VALLEY UNIFIED,SAN BERNARDINO,699,598,470.60722136947015,503.2008097854915,465.74991835983775,241.0,40.3,1314,0.7529926322668622,27,85.55078683834049,1439.5579495147995,Rendimiento Medio,25.88888888888889,0,1,
1476,36676783632502,S,CHINO HIGH,CHINO VALLEY UNIFIED,SAN BERNARDINO,553,299,442.5623770977508,461.3787399171834,481.70392618716176,78.0,26.09,1314,0.8166707266791072,36,54.06871609403255,1385.645043202096,Bajo Rendimiento / Riesgo,15.36111111111111,0,1,
1477,36676860000000,D,,COLTON JOINT UNIFIED,SAN BERNARDINO,1755,547,415.1744938001953,476.7547941876996,454.4871644144402,138.0,25.23,1314,0.5156680445094151,0,31.168091168091166,1346.4164524023352,Bajo Rendimiento / Riesgo,23.390859596656696,0,0,Distritos
1478,36676860125500,S,GRAND TERRACE HIGH SCHOOL AT THE RAY ABRIL JR. EDU,COLTON JOINT UNIFIED,SAN BERNARDINO,548,211,473.287131567662,473.8513976262442,436.0160872800605,50.0,23.7,1314,0.38017583249402653,18,38.503649635036496,1383.1546164739666,Bajo Rendimiento / Riesgo,30.444444444444443,0,0,
1480,36676863631322,S,BLOOMINGTON HIGH,COLTON JOINT UNIFIED,SAN BERNARDINO,490,207,458.96766949000073,432.3874055252641,416.728977171377,57.0,27.54,1314,0.6762776021696768,25,42.244897959183675,1308.0840521866419,Bajo Rendimiento / Riesgo,19.6,0,1,
1481,36676863632742,S,COLTON HIGH,COLTON JOINT UNIFIED,SAN BERNARDINO,439,128,436.4871030362511,463.21193819961934,408.4776599284457,30.0,23.44,1314,0.7183623642465183,21,29.157175398633257,1308.1767011643162,Bajo Rendimiento / Riesgo,20.904761904761905,0,1,
1482,36677100000000,D,,FONTANA UNIFIED,SAN BERNARDINO,3295,1406,448.8032237244223,420.5715331374571,452.956628611954,259.0,18.42,1314,0.5121780176683725,0,42.670713201820945,1322.3313854738335,Bajo Rendimiento / Riesgo,20.656383422821012,0,0,Distritos
1483,36677100108191,S,SUMMIT HIGH,FONTANA UNIFIED,SAN BERNARDINO,607,332,417.5336458734432,420.6046122475307,420.7381378229405,77.0,23.19,1314,0.8120247915581511,26,54.69522240527183,1258.8763959439143,Bajo Rendimiento / Riesgo,23.346153846153847,0,1,
1484,36677100120758,S,JURUPA HILLS HIGH,FONTANA UNIFIED,SAN BERNARDINO,428,203,386.825447820024,425.2380447892265,434.32083168128514,30.0,14.78,1314,0.3690436836201758,18,47.429906542056074,1246.3843242905357,Bajo Rendimiento / Riesgo,23.77777777777778,0,0,
1485,36677103630555,S,FONTANA A. B. MILLER HIGH,FONTANA UNIFIED,SAN BERNARDINO,550,185,438.3132970093536,464.12693227316913,435.37969657763455,33.0,17.84,1314,0.7509545181860882,23,33.63636363636363,1337.8199258601574,Bajo Rendimiento / Riesgo,23.91304347826087,0,1,
1486,36677103630902,S,HENRY J. KAISER HIGH,FONTANA UNIFIED,SAN BERNARDINO,602,382,439.1662039539435,447.02690608774304,453.3356919544502,70.0,18.32,1314,0.2421808324053449,24,63.45514950166113,1339.5288019961367,Bajo Rendimiento / Riesgo,25.083333333333332,0,0,
1487,36677103633302,S,FONTANA HIGH,FONTANA UNIFIED,SAN BERNARDINO,605,304,410.03356864682746,468.5612695858466,440.15208908253663,49.0,16.12,1314,0.6435286344475148,40,50.247933884297524,1318.7469273152108,Bajo Rendimiento / Riesgo,15.125,0,1,
1488,36677360000000,D,,HELENDALE ELEMENTARY,SAN BERNARDINO,268,25,491.7040250923838,462.7986467396272,446.8905287239677,13.0,52.0,1314,0.6005065399337429,0,9.328358208955224,1401.3932005559786,Bajo Rendimiento / Riesgo,25.333333333333332,0,1,Distritos
1489,36677360116723,S,ACADEMY OF CAREERS AND EXPLORATION,HELENDALE ELEMENTARY,SAN BERNARDINO,38,22,542.7725396867806,479.6355593325479,512.3329445572974,12.0,54.55,1314,0.6693844106597902,1,57.89473684210527,1534.741043576626,Rendimiento Medio,38.0,0,1,
1492,36677770000000,D,,MORONGO UNIFIED,SAN BERNARDINO,787,166,498.6829535040813,456.704605621227,462.0301186613751,61.0,36.75,1314,0.4607178960206473,0,21.092757306226176,1417.4176777866835,Rendimiento Medio,23.850746965452846,0,0,Distritos
1494,36677773636743,S,TWENTYNINE PALMS HIGH,MORONGO UNIFIED,SAN BERNARDINO,173,69,502.2850817998654,470.99448312324665,477.4184329539256,22.0,31.88,1314,0.2682009243592765,5,39.884393063583815,1450.6979978770378,Rendimiento Medio,34.6,0,0,
1495,36677773638616,S,YUCCA VALLEY HIGH,MORONGO UNIFIED,SAN BERNARDINO,286,95,478.5598483146092,497.8305314700639,488.6412781629769,38.0,40.0,1314,0.1875443540645816,17,33.21678321678322,1465.03165794765,Rendimiento Medio,16.823529411764707,0,0,
1496,36678010000000,D,,NEEDLES UNIFIED,SAN BERNARDINO,62,15,464.1283417953928,447.642454408329,439.3498744534581,4.0,26.67,1314,0.515322855561465,0,24.193548387096776,1351.12067065718,Bajo Rendimiento / Riesgo,29.0,0,0,Distritos
1497,36678013634169,S,NEEDLES HIGH,NEEDLES UNIFIED,SAN BERNARDINO,58,15,459.5791682110525,502.0256392068797,440.1668200777922,4.0,26.67,1314,0.6522254934283385,2,25.862068965517242,1401.7716274957243,Bajo Rendimiento / Riesgo,29.0,0,1,
1498,36678270000000,D,,ORO GRANDE ELEMENTARY,SAN BERNARDINO,596,115,443.0303172715296,439.7349781995149,436.8032753519091,32.0,27.83,1314,0.5619031225663064,0,19.29530201342282,1319.5685708229537,Bajo Rendimiento / Riesgo,25.355555555555558,0,1,Distritos
1500,36678270113928,S,RIVERSIDE PREPARATORY,ORO GRANDE ELEMENTARY,SAN BERNARDINO,163,113,444.4409449747996,422.8826269050716,458.5638483713112,31.0,27.43,1314,0.7443686139710732,10,69.32515337423312,1325.8874202511824,Bajo Rendimiento / Riesgo,16.3,0,1,
1501,36678430000000,D,,REDLANDS UNIFIED,SAN BERNARDINO,1867,863,486.0711976947065,476.23084690227984,522.9007331173581,431.0,49.94,1314,0.5144995743363465,0,46.223888591322975,1485.2027777143444,Rendimiento Medio,24.331972486048574,0,0,Distritos
1502,36678430118802,S,CITRUS VALLEY HIGH,REDLANDS UNIFIED,SAN BERNARDINO,534,274,511.220051726714,514.3636823179822,511.1002722012512,121.0,44.16,1314,0.4183779987407812,35,51.31086142322098,1536.6840062459473,Alto Rendimiento,15.257142857142858,0,0,
1504,36678433630779,S,REDLANDS EAST VALLEY HIGH,REDLANDS UNIFIED,SAN BERNARDINO,481,253,536.8336436979049,474.62167160157645,484.7499120566844,126.0,49.8,1314,0.7355095347289088,24,52.5987525987526,1496.2052273561658,Rendimiento Medio,20.041666666666668,0,1,
1505,36678433630928,S,GROVE,REDLANDS UNIFIED,SAN BERNARDINO,33,26,507.991087196003,524.1085050769125,522.4256666098753,16.0,61.54,1314,0.5342367421480502,1,78.78787878787878,1554.5252588827907,Alto Rendimiento,33.0,0,0,
1506,36678433635042,S,REDLANDS SENIOR HIGH,REDLANDS UNIFIED,SAN BERNARDINO,585,308,487.3608995398232,559.1111803611481,482.7790231538985,168.0,54.55,1314,0.2824370546732484,27,52.649572649572654,1529.2511030548699,Rendimiento Medio,21.666666666666668,0,0,
1507,36678500000000,D,,RIALTO UNIFIED,SAN BERNARDINO,2103,758,443.5235207060395,428.3467041834989,421.7339626292737,130.0,17.15,1314,0.5296417581164298,0,36.043747028055165,1293.604187518812,Bajo Rendimiento / Riesgo,19.559625232730923,0,0,Distritos
1508,36678500102830,S,WILMER AMINA CARTER HIGH,RIALTO UNIFIED,SAN BERNARDINO,578,260,422.4467098465128,432.2972914732,451.4857485539698,48.0,18.46,1314,0.654268799010512,30,44.982698961937714,1306.2297498736827,Bajo Rendimiento / Riesgo,19.266666666666666,0,1,
1511,36678503630597,S,RIALTO HIGH,RIALTO UNIFIED,SAN BERNARDINO,661,304,433.52789713593256,438.37779466931096,445.6723131354409,51.0,16.78,1314,0.4726288367446073,41,45.99092284417549,1317.5780049406844,Bajo Rendimiento / Riesgo,16.121951219512194,0,0,
1512,36678503633005,S,EISENHOWER SENIOR HIGH,RIALTO UNIFIED,SAN BERNARDINO,554,192,406.4413661507975,412.7071820508938,404.1710186813804,31.0,16.15,1314,0.7300962886726045,36,34.65703971119133,1223.3195668830717,Bajo Rendimiento / Riesgo,15.38888888888889,0,1,
1513,36678680000000,D,,RIM OF THE WORLD UNIFIED,SAN BERNARDINO,273,84,472.0694443178231,495.2550144985488,504.6603098612457,42.0,50.0,1314,0.43433637938847713,0,30.76923076923077,1471.9847686776177,Rendimiento Medio,24.111111111111114,0,0,Distritos
1514,36678683635265,S,RIM OF THE WORLD SENIOR HIGH,RIM OF THE WORLD UNIFIED,SAN BERNARDINO,248,84,484.0535610131668,535.3460099417765,455.1285173903352,42.0,50.0,1314,0.7306939009781349,15,33.87096774193548,1474.5280883452785,Rendimiento Medio,16.533333333333335,0,1,
1515,36678760000000,D,,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,3664,1204,430.6714670397682,403.9559546779812,442.5111121125635,225.0,18.69,1314,0.5489428757560056,0,32.86026200873363,1277.138533830313,Bajo Rendimiento / Riesgo,23.027939071505074,0,0,Distritos
1517,36678760109850,S,PUBLIC SAFETY ACADEMY,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,40,17,382.3080729155756,458.5058159190047,434.6915576440153,1.0,5.88,1314,0.22378096417752358,2,42.5,1275.5054464785956,Bajo Rendimiento / Riesgo,20.0,0,0,
1518,36678760120568,S,OPTIONS FOR YOUTH-SAN BERNARDINO,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,93,22,410.31696517626665,434.8016600864216,438.8478330475284,7.0,31.82,1314,0.7371977033328482,4,23.655913978494624,1283.9664583102167,Bajo Rendimiento / Riesgo,23.25,0,1,
1519,36678760125450,S,INDIAN SPRINGS HIGH,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,427,208,418.3495324246231,396.922836895221,415.1606100975784,17.0,8.17,1314,0.6197090863730368,15,48.711943793911004,1230.4329794174225,Bajo Rendimiento / Riesgo,28.466666666666665,0,1,
1521,36678763631082,S,ARROYO VALLEY HIGH,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,540,195,449.3782923619122,461.5604692869306,393.34068888787385,29.0,14.87,1314,0.4040879882827101,31,36.11111111111111,1304.2794505367165,Bajo Rendimiento / Riesgo,17.419354838709676,0,0,
1522,36678763631090,S,MIDDLE COLLEGE HIGH,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,56,58,443.8264641452633,462.3384125146941,484.4768695935501,18.0,31.03,1314,0.7654956893099046,2,100.0,1390.6417462535073,Bajo Rendimiento / Riesgo,28.0,0,1,
1523,36678763632221,S,CAJON HIGH,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,654,317,484.4214469018172,493.2744131887991,473.3154569464583,89.0,28.08,1314,0.6577601201644002,28,48.47094801223242,1451.0113170370746,Rendimiento Medio,23.357142857142858,0,1,
1524,36678763634680,S,PACIFIC HIGH,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,299,114,429.5899330049857,430.5449915661675,415.5776110028188,13.0,11.4,1314,0.22881332657043613,12,38.12709030100335,1275.712535573972,Bajo Rendimiento / Riesgo,24.916666666666668,0,0,
1525,36678763635844,S,SAN BERNARDINO HIGH,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,343,133,444.9799479149588,426.3640221397466,429.73176340814666,20.0,15.04,1314,0.43544462408431384,18,38.775510204081634,1301.075733462852,Bajo Rendimiento / Riesgo,19.055555555555557,0,0,
1526,36678763636081,S,SAN GORGONIO HIGH,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,348,138,414.1409874000981,457.8089273008183,438.2730500289289,31.0,22.46,1314,0.7704662533720992,16,39.6551724137931,1310.2229647298454,Bajo Rendimiento / Riesgo,21.75,0,1,
1529,36679340000000,D,,VICTOR VALLEY UNION HIGH,SAN BERNARDINO,2447,778,471.1129314298265,431.2935675571074,438.6981656971751,188.0,24.16,1314,0.5625295620286662,0,31.79403351042092,1341.1046646841091,Bajo Rendimiento / Riesgo,23.347338111101855,0,1,Distritos
1530,36679340110064,S,UNIVERSITY PREPARATORY,VICTOR VALLEY UNION HIGH,SAN BERNARDINO,167,159,507.1185806186724,465.91740265189424,497.9483783861485,76.0,47.8,1314,0.8229916337494346,9,95.20958083832335,1470.9843616567152,Rendimiento Medio,18.555555555555557,0,1,
1531,36679340125419,S,ADELANTO HIGH,VICTOR VALLEY UNION HIGH,SAN BERNARDINO,384,129,406.59213782861417,449.5319854175346,420.1279113948869,18.0,13.95,1314,0.6254137978236939,24,33.59375,1276.2520346410356,Bajo Rendimiento / Riesgo,16.0,0,1,
1532,36679343630670,S,OPTIONS FOR YOUTH-VICTORVILLE CHARTER,VICTOR VALLEY UNION HIGH,SAN BERNARDINO,466,73,428.6755932220255,405.1463813212914,399.6772539083832,8.0,10.96,1314,0.5919631843503635,29,15.665236051502147,1233.4992284517,Bajo Rendimiento / Riesgo,16.06896551724138,0,1,
1533,36679343630761,S,EXCELSIOR CHARTER,VICTOR VALLEY UNION HIGH,SAN BERNARDINO,341,74,527.3699754664366,487.0117938428442,442.88238547550606,34.0,45.95,1314,0.339391479541594,17,21.700879765395893,1457.2641547847868,Rendimiento Medio,20.058823529411764,0,0,
1534,36679343630787,S,SILVERADO HIGH,VICTOR VALLEY UNION HIGH,SAN BERNARDINO,516,160,405.18124416831824,446.50616514430266,435.1215897675786,23.0,14.38,1314,0.32415425211742394,17,31.007751937984494,1286.8089990801996,Bajo Rendimiento / Riesgo,30.352941176470587,0,0,
1535,36679343638012,S,VICTOR VALLEY HIGH,VICTOR VALLEY UNION HIGH,SAN BERNARDINO,450,164,405.09928394246,454.2042856439456,392.93121764981714,22.0,13.41,1314,0.8094407536420168,30,36.44444444444444,1252.2347872362227,Bajo Rendimiento / Riesgo,15.0,0,1,
1536,36679346114698,S,COBALT INSTITUTE OF MATH AND SCIENCE ACADEMY,VICTOR VALLEY UNION HIGH,SAN BERNARDINO,18,19,456.123137183197,507.44423840641576,478.4836232171348,7.0,36.84,1314,0.3587907179638859,0,100.0,1442.0509988067474,Rendimiento Medio,,0,0,
1537,36679590000000,D,,YUCAIPA-CALIMESA JOINT UNIFIED,SAN BERNARDINO,714,251,501.1220666598672,502.5073831517719,450.27678603292674,103.0,41.04,1314,0.4209272279656502,0,35.154061624649856,1453.9062358445658,Rendimiento Medio,28.611904761904764,0,0,Distritos
1539,36679593638509,S,YUCAIPA HIGH,YUCAIPA-CALIMESA JOINT UNIFIED,SAN BERNARDINO,591,250,482.96782882344286,446.6656889531833,505.534790921867,102.0,40.8,1314,0.4251852587449554,21,42.30118443316413,1435.168308698493,Rendimiento Medio,28.142857142857142,0,0,
1542,36738900000000,D,,SILVER VALLEY UNIFIED,SAN BERNARDINO,86,30,506.7856956161529,448.1882695440808,455.2247187070361,11.0,36.67,1314,0.40584506161091133,0,34.883720930232556,1410.19868386727,Rendimiento Medio,20.47222222222222,0,0,Distritos
1543,36738903630274,S,SILVER VALLEY HIGH,SILVER VALLEY UNIFIED,SAN BERNARDINO,67,29,453.2549333679104,519.936159085066,496.1463385378393,11.0,37.93,1314,0.15750070838675126,3,43.28358208955223,1469.3374309908156,Rendimiento Medio,22.333333333333332,0,0,
1545,36739570000000,D,,SNOWLINE JOINT UNIFIED,SAN BERNARDINO,643,202,499.9255450532712,517.5115384081953,449.2001309220977,95.0,47.03,1314,0.49649353400402507,0,31.41524105754277,1466.6372143835642,Rendimiento Medio,27.445012787723783,0,0,Distritos
1546,36739573630233,S,SERRANO HIGH,SNOWLINE JOINT UNIFIED,SAN BERNARDINO,511,200,488.2557118055522,523.3154793170004,501.0772893944253,95.0,47.5,1314,0.8330451729842528,17,39.138943248532286,1512.648480516978,Rendimiento Medio,30.058823529411764,0,1,
1549,36750440000000,D,,HESPERIA UNIFIED,SAN BERNARDINO,2105,672,483.1677784962234,485.1672315751213,404.23811086374354,171.0,25.45,1314,0.49863387242797835,0,31.923990498812348,1372.5731209350881,Bajo Rendimiento / Riesgo,24.23431751526717,0,0,Distritos
1552,36750440116707,S,ENCORE JR./SR. HIGH SCHOOL FOR THE PERFORMING AND,HESPERIA UNIFIED,SAN BERNARDINO,119,47,471.0222612925659,425.9157510427845,434.2808121814596,13.0,27.66,1314,0.4584654183970055,5,39.49579831932773,1331.21882451681,Bajo Rendimiento / Riesgo,23.8,0,0,
1553,36750440119115,S,OAK HILLS HIGH,HESPERIA UNIFIED,SAN BERNARDINO,578,273,472.4436829170921,480.88758108709226,444.7039030828919,63.0,23.08,1314,0.7659402387089101,20,47.2318339100346,1398.0351670870762,Bajo Rendimiento / Riesgo,28.9,0,1,
1554,36750443630407,S,HESPERIA HIGH,HESPERIA UNIFIED,SAN BERNARDINO,467,163,452.8681677001148,452.69565280257007,427.3826966988765,37.0,22.7,1314,0.5038645542064432,18,34.90364025695932,1332.9465172015614,Bajo Rendimiento / Riesgo,25.944444444444443,0,0,
1555,36750443630746,S,SULTANA HIGH,HESPERIA UNIFIED,SAN BERNARDINO,452,174,428.8545113155563,486.8676527656007,418.5721927465177,57.0,32.76,1314,0.5054304867319981,23,38.49557522123894,1334.2943568276746,Bajo Rendimiento / Riesgo,19.652173913043477,0,0,
1557,36750510000000,D,,LUCERNE VALLEY UNIFIED,SAN BERNARDINO,79,26,465.5843748784146,456.0471413222674,443.9330278440688,3.0,11.54,1314,0.40893242947332925,0,32.91139240506329,1365.5645440447508,Bajo Rendimiento / Riesgo,24.444444444444443,0,0,Distritos
